STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,8.144585789636984E-4,A,Annual,Botswana,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.8064516129032258,A,Annual,Brunei Darussalam,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,1.4268960125097734,A,Annual,Bulgaria,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,4.567937445421396,A,Annual,Morocco,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,26.40096618357488,A,Annual,Nepal,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,25.86705202312139,A,Annual,Nepal,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,54.6257752102625,A,Annual,Pakistan,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2006,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,10.103048209267133,A,Annual,Syrian Arab Republic,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2006,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,3.8037935957576994,A,Annual,Tunisia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2006,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,8.658286617440051,A,Annual,Türkiye,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2018,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,2.0807049573912355,A,Annual,Ethiopia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2018,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,14.330758959651346,A,Annual,Portugal,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,QAT,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2018,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,14.864864864864865,A,Annual,Qatar,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2018,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,1.990457730729089,A,Annual,Romania,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2022,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,14.476696806240055,A,Annual,Uzbekistan,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.7321783425228805,A,Annual,Serbia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,1.2953367875647668,A,Annual,Slovak Republic,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.8032128514056224,A,Annual,Slovenia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,11.848307384659334,A,Annual,Spain,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,1.4354925533823792,A,Annual,Panama,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,9.067443796835969,A,Annual,Philippines,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,1.8849933988558016,A,Annual,Romania,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,2.2089304749496623,A,Annual,Germany,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.2436950921449322,A,Annual,Ghana,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,18.227513227513228,A,Annual,Greece,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HRV,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.38473376423514927,A,Annual,Croatia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,22.413793103448278,A,Annual,Cyprus,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.3102200588290039,A,Annual,Czechia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,9.643128321943811,A,Annual,Denmark,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,9.24809582782265,A,Annual,Dominican Republic,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,12.63537906137184,A,Annual,Ecuador,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,2.553294966361352,A,Annual,El Salvador,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.4413319994283264,A,Annual,Ethiopia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,9.285202863961814,A,Annual,Armenia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUS,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.4275173916098658,A,Annual,Australia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,30.64580238907136,A,Annual,Azerbaijan,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,83.5524920466596,A,Annual,Bangladesh,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2019,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,10.857461024498887,A,Annual,Türkiye,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2019,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,4.053952037041697,A,Annual,Turkmenistan,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2019,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.9876304132071362,A,Annual,Ukraine,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,21.10726643598616,A,Annual,Cyprus,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.2799857767225425,A,Annual,Czechia,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MUS,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,23.076923076923077,A,Annual,Mauritius,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,5.430796768419524,A,Annual,Mexico,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,4.392782095327041,A,Annual,Morocco,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,0.5616445413116703,A,Annual,Bulgaria,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHL,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,8.406362801332495,A,Annual,Chile,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_AG_LND_IRIG_AG_ZS,_T,_T,_T,PT_ALAR,_Z,_Z,_Z,2009,_Z,RATIO,2,WB_WDI,P1Y,Agricultural irrigated land (% of total agricultural land),0,WB_WDI,PU,8.901351740005751,A,Annual,Syrian Arab Republic,Agricultural irrigated land (% of total agricultural land),Total,All age ranges or no breakdown by age,Total,Percentage of agricultural land,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
